Industry,Location,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Experience_Years,Productivity_Gain_Percent
Education,Australia,GitHub Copilot,1916.0,10.0,6.0,55.66
Finance,UK,TensorFlow,1898.0,12.0,9.0,71.62
Healthcare,India,Notion AI,2731.0,19.0,3.0,53.49
Technology,Germany,ChatGPT,2357.0,8.0,5.0,59.74
Retail,UK,Tableau,744.0,19.0,1.0,54.83
Media,Canada,ChatGPT,612.0,21.0,7.0,72.36
Healthcare,US,ChatGPT,1238.0,6.0,0.0,54.44
Finance,UK,Midjourney,10216.0,11.0,6.0,68.63
,Brazil,TensorFlow,945.0,13.0,0.0,52.01
Media,India,Tableau,1347.0,20.0,3.0,63.55
Technology,,Midjourney,5864.0,16.0,3.0,64.46
Media,Japan,Jasper,213.0,9.0,2.0,47.29
Education,India,ChatGPT,282.0,12.0,7.0,54.39
Education,US,Salesforce Einstein,1080.0,8.0,0.0,50.58
Education,US,Notion AI,600.0,10.0,6.0,56.48
Finance,Germany,ChatGPT,22689.0,13.0,4.0,68.54
Manufacturing,Germany,Midjourney,2318.0,4.0,4.0,53.26
,Germany,Midjourney,341.0,13.0,3.0,57.87
Manufacturing,US,GitHub Copilot,6797.0,14.0,5.0,61.59
Manufacturing,Australia,ChatGPT,8256.0,15.0,7.0,57.57
Education,Brazil,Salesforce Einstein,436.0,16.0,0.0,55.16
Retail,Australia,Midjourney,1003.0,14.0,5.0,57.83
Manufacturing,Germany,GitHub Copilot,6942.0,17.0,1.0,58.79
Education,Canada,Notion AI,481.0,14.0,1.0,49.48
Finance,UK,Salesforce Einstein,258.0,13.0,6.0,55.7
Education,US,ChatGPT,1890.0,13.0,1.0,59.59
Media,India,Jasper,5054.0,9.0,5.0,65.74
Finance,Japan,Tableau,8598.0,15.0,5.0,63.32
Legal,Brazil,Salesforce Einstein,122.0,15.0,7.0,55.26
Finance,Australia,Notion AI,298.0,14.0,5.0,57.74
Manufacturing,Canada,Jasper,311.0,14.0,6.0,51.05
Media,Brazil,TensorFlow,1765.0,9.0,3.0,63.1
Technology,India,Midjourney,600.0,8.0,2.0,59.03
Media,Japan,Midjourney,336.0,11.0,1.0,54.23
Education,Japan,Jasper,753.0,12.0,3.0,56.53
Technology,US,Tableau,572.0,7.0,5.0,61.44
Technology,Australia,Tableau,146.0,15.0,3.0,56.23
Technology,Australia,Tableau,2930.0,14.0,0.0,60.65
Finance,Germany,ChatGPT,1273.0,13.0,1.0,54.06
Finance,,TensorFlow,154.0,9.0,3.0,52.26
Education,Germany,Midjourney,572.0,13.0,1.0,50.04
Healthcare,India,Midjourney,185.0,12.0,2.0,45.93
Technology,Japan,Salesforce Einstein,765.0,14.0,,54.19
Technology,US,GitHub Copilot,,15.0,2.0,69.35
Finance,UK,Midjourney,700.0,10.0,2.0,58.12
Technology,Germany,Jasper,1207.0,11.0,5.0,69.49
,Brazil,Midjourney,1470.0,15.0,0.0,62.37
Legal,India,Jasper,1809.0,13.0,2.0,51.39
Healthcare,India,Midjourney,82.0,16.0,3.0,52.1
Media,Australia,Jasper,685.0,14.0,2.0,60.66
Media,Brazil,TensorFlow,8287.0,14.0,4.0,62.76
Legal,Germany,Notion AI,964.0,,2.0,55.5
Media,India,GitHub Copilot,1187.0,,3.0,67.89
Legal,Australia,Notion AI,3344.0,,2.0,50.26
Legal,UK,GitHub Copilot,604.0,13.0,8.0,50.84
Education,Japan,ChatGPT,1006.0,18.0,0.0,63.97
Manufacturing,Brazil,TensorFlow,613.0,16.0,3.0,59.45
Manufacturing,US,Jasper,2358.0,15.0,3.0,51.84
Retail,Germany,GitHub Copilot,11284.0,12.0,4.0,62.3
Finance,UK,Tableau,1796.0,12.0,5.0,56.63
Education,Japan,Midjourney,3369.0,7.0,3.0,51.72
Media,US,Jasper,654.0,10.0,2.0,51.16
Finance,Germany,Notion AI,,15.0,8.0,65.1
Manufacturing,Brazil,Midjourney,160.0,17.0,6.0,59.39
Legal,Canada,ChatGPT,827.0,11.0,,52.49
Education,Australia,GitHub Copilot,2299.0,15.0,3.0,57.04
Legal,UK,Midjourney,3027.0,15.0,5.0,70.45
Healthcare,Japan,Jasper,1092.0,13.0,2.0,54.5
Media,Germany,ChatGPT,726.0,9.0,2.0,50.7
Education,Germany,Jasper,4529.0,11.0,5.0,
Media,US,ChatGPT,5581.0,15.0,2.0,61.36
Finance,Canada,Salesforce Einstein,800.0,14.0,4.0,61.22
Retail,India,Notion AI,669.0,15.0,2.0,49.85
Technology,UK,ChatGPT,717.0,10.0,3.0,55.61
Legal,Canada,ChatGPT,176.0,18.0,2.0,49.55
Manufacturing,UK,GitHub Copilot,1668.0,8.0,2.0,52.31
Legal,Japan,ChatGPT,1213.0,14.0,3.0,58.92
Finance,Canada,GitHub Copilot,2015.0,9.0,0.0,56.87
Technology,Brazil,GitHub Copilot,190.0,7.0,3.0,60.31
Technology,Japan,Notion AI,3709.0,11.0,6.0,72.39
Media,Japan,ChatGPT,1150.0,12.0,2.0,58.85
Healthcare,Brazil,Midjourney,678.0,13.0,3.0,55.61
Education,Brazil,Salesforce Einstein,1994.0,9.0,3.0,53.62
Media,India,Salesforce Einstein,2224.0,13.0,6.0,62.57
Finance,Canada,Notion AI,1411.0,6.0,1.0,40.31
Manufacturing,India,TensorFlow,2918.0,12.0,6.0,
Media,UK,ChatGPT,2592.0,15.0,,61.43
Technology,Germany,TensorFlow,212.0,15.0,3.0,
Finance,Germany,Midjourney,2975.0,10.0,2.0,59.23
Education,Germany,Midjourney,3913.0,5.0,6.0,51.05
Manufacturing,Canada,Salesforce Einstein,919.0,,1.0,44.95
Manufacturing,Japan,Notion AI,6981.0,7.0,0.0,48.02
Manufacturing,UK,Jasper,1617.0,9.0,2.0,51.31
Manufacturing,Japan,GitHub Copilot,656.0,10.0,5.0,53.87
Healthcare,Japan,Notion AI,14517.0,11.0,1.0,55.09
Education,Japan,Tableau,1093.0,11.0,8.0,62.85
Healthcare,India,Midjourney,2564.0,8.0,0.0,53.58
Technology,US,Midjourney,1759.0,14.0,0.0,67.35
Education,India,GitHub Copilot,2646.0,19.0,5.0,72.13
Retail,Germany,Tableau,13279.0,12.0,3.0,53.74
Healthcare,Brazil,Notion AI,15952.0,11.0,2.0,56.53
Legal,Canada,Jasper,1448.0,11.0,4.0,50.63
Education,Japan,TensorFlow,551.0,15.0,2.0,50.65
Retail,India,ChatGPT,1921.0,14.0,6.0,60.35
Technology,US,TensorFlow,5444.0,16.0,9.0,71.98
Media,Canada,Jasper,904.0,13.0,6.0,64.09
Finance,UK,ChatGPT,413.0,10.0,4.0,57.88
Legal,Germany,Notion AI,151.0,17.0,4.0,51.17
Retail,Australia,Salesforce Einstein,585.0,8.0,0.0,48.52
Technology,UK,Notion AI,1679.0,10.0,4.0,60.47
Finance,Canada,Notion AI,396.0,7.0,3.0,50.68
Media,US,TensorFlow,1776.0,13.0,1.0,63.33
Finance,Japan,Notion AI,1214.0,12.0,4.0,58.27
Finance,Japan,Jasper,7253.0,9.0,8.0,69.94
Manufacturing,Canada,Midjourney,2664.0,15.0,5.0,63.01
Media,US,Jasper,2304.0,8.0,4.0,58.02
Retail,Canada,ChatGPT,1354.0,9.0,4.0,51.35
Education,UK,TensorFlow,287.0,9.0,3.0,45.99
Manufacturing,Australia,GitHub Copilot,990.0,9.0,0.0,51.44
Healthcare,UK,Tableau,308.0,10.0,0.0,41.69
Education,UK,Notion AI,394.0,8.0,3.0,51.13
Legal,Australia,Salesforce Einstein,828.0,10.0,6.0,55.24
Legal,Brazil,Jasper,477.0,11.0,7.0,55.78
Education,Japan,Tableau,2717.0,14.0,5.0,60.86
Healthcare,Germany,ChatGPT,5130.0,13.0,1.0,54.38
Technology,India,TensorFlow,2226.0,9.0,3.0,54.95
Technology,Japan,GitHub Copilot,3681.0,12.0,2.0,63.06
Manufacturing,Japan,Tableau,275.0,8.0,2.0,35.85
Education,US,Tableau,1260.0,8.0,2.0,50.01
Finance,Japan,,945.0,7.0,0.0,51.4
Media,,Salesforce Einstein,509.0,15.0,1.0,54.24
Manufacturing,Japan,TensorFlow,579.0,10.0,6.0,57.86
Retail,Japan,ChatGPT,6810.0,12.0,4.0,56.29
Manufacturing,Brazil,Notion AI,160.0,17.0,2.0,35.98
Finance,UK,GitHub Copilot,849.0,19.0,5.0,70.8
Media,Canada,Jasper,132.0,9.0,3.0,39.67
Legal,Japan,GitHub Copilot,573.0,14.0,4.0,54.35
Finance,India,Notion AI,275.0,14.0,2.0,60.52
Finance,Canada,Tableau,166.0,11.0,5.0,50.43
Education,Canada,Salesforce Einstein,733.0,12.0,3.0,56.34
Education,Japan,Notion AI,1805.0,11.0,0.0,43.87
Education,India,Notion AI,1676.0,16.0,0.0,50.25
Legal,Brazil,Midjourney,10794.0,17.0,3.0,64.87
Legal,UK,ChatGPT,1487.0,14.0,8.0,58.75
Healthcare,UK,Tableau,4482.0,12.0,1.0,61.46
Technology,Japan,GitHub Copilot,402.0,16.0,5.0,73.95
Media,US,GitHub Copilot,460.0,16.0,6.0,66.61
Finance,UK,Notion AI,13844.0,10.0,3.0,62.25
Education,Germany,Salesforce Einstein,738.0,16.0,5.0,53.89
Healthcare,UK,ChatGPT,3030.0,9.0,2.0,55.69
Legal,Australia,Jasper,3553.0,12.0,1.0,50.44
Finance,US,Salesforce Einstein,591.0,17.0,2.0,62.47
Technology,Canada,Tableau,1275.0,18.0,2.0,58.84
Retail,Australia,TensorFlow,960.0,11.0,3.0,58.41
Education,UK,Notion AI,677.0,7.0,3.0,51.64
Media,Japan,Midjourney,1259.0,13.0,4.0,68.8
Education,India,Salesforce Einstein,2629.0,15.0,7.0,65.1
Education,US,Jasper,878.0,12.0,4.0,48.51
Finance,Germany,Notion AI,501.0,13.0,3.0,56.53
Legal,Canada,Midjourney,174.0,16.0,1.0,49.39
Technology,Japan,Tableau,5401.0,17.0,4.0,77.37
Manufacturing,Japan,ChatGPT,492.0,16.0,2.0,47.8
Healthcare,UK,GitHub Copilot,577.0,9.0,3.0,54.78
Media,UK,Notion AI,3036.0,13.0,3.0,57.91
Education,Japan,,905.0,11.0,7.0,58.52
Healthcare,Japan,Jasper,9481.0,10.0,0.0,50.44
Education,Australia,Salesforce Einstein,528.0,12.0,4.0,57.27
Education,UK,TensorFlow,5087.0,11.0,5.0,64.79
Legal,UK,Midjourney,281.0,15.0,1.0,50.91
Media,,Jasper,1521.0,13.0,3.0,59.46
Education,UK,Notion AI,1707.0,14.0,1.0,55.44
Legal,Brazil,Tableau,1782.0,10.0,9.0,53.17
Finance,India,Salesforce Einstein,1352.0,9.0,0.0,48.31
Education,India,GitHub Copilot,536.0,11.0,3.0,51.72
Education,Japan,TensorFlow,535.0,12.0,6.0,58.99
Retail,Japan,Salesforce Einstein,1160.0,14.0,0.0,53.68
Education,,Jasper,1509.0,13.0,4.0,58.99
Retail,UK,GitHub Copilot,1379.0,10.0,1.0,50.01
Technology,Australia,Notion AI,1118.0,12.0,6.0,66.67
Technology,Australia,Midjourney,119.0,9.0,6.0,61.6
Technology,Germany,Notion AI,400.0,8.0,4.0,53.11
Media,Brazil,Jasper,1855.0,15.0,1.0,58.49
Education,Japan,,14962.0,15.0,1.0,60.5
Media,India,Tableau,4731.0,14.0,0.0,54.9
Media,Japan,Salesforce Einstein,2754.0,11.0,7.0,67.98
Manufacturing,US,Notion AI,52346.0,8.0,2.0,52.05
Healthcare,Japan,Jasper,568.0,14.0,3.0,52.77
Media,Germany,Notion AI,598.0,13.0,4.0,59.21
Legal,Australia,TensorFlow,16098.0,10.0,8.0,70.37
Retail,Japan,Jasper,126.0,14.0,0.0,48.64
Manufacturing,India,Jasper,2638.0,15.0,7.0,60.14
Manufacturing,Brazil,Jasper,830.0,8.0,2.0,46.33
Retail,Japan,Salesforce Einstein,29628.0,10.0,4.0,63.67
Finance,India,TensorFlow,1645.0,15.0,0.0,59.08
Healthcare,Germany,ChatGPT,484.0,13.0,0.0,55.76
Technology,US,GitHub Copilot,2043.0,17.0,3.0,64.52
Technology,Canada,Tableau,2357.0,15.0,4.0,68.55
Manufacturing,Canada,Notion AI,1789.0,15.0,1.0,53.1
Finance,Germany,Tableau,2358.0,11.0,6.0,51.12
Retail,Germany,Midjourney,1132.0,17.0,2.0,60.51
Education,Brazil,ChatGPT,1778.0,8.0,5.0,61.0
Healthcare,Brazil,ChatGPT,2652.0,13.0,4.0,68.83
Healthcare,Germany,Tableau,1178.0,10.0,3.0,53.31
Healthcare,Brazil,ChatGPT,664.0,12.0,0.0,47.92
Healthcare,US,Tableau,1470.0,11.0,5.0,58.03
Retail,Brazil,ChatGPT,651.0,14.0,2.0,50.61
Retail,Brazil,Midjourney,3169.0,8.0,3.0,53.89
Healthcare,Brazil,Jasper,1152.0,11.0,4.0,59.07
Legal,Japan,Notion AI,911.0,7.0,0.0,37.79
Manufacturing,UK,Notion AI,611.0,5.0,5.0,48.2
Manufacturing,Germany,ChatGPT,741.0,7.0,4.0,51.71
Retail,Germany,Salesforce Einstein,33222.0,12.0,4.0,58.67
Healthcare,Brazil,TensorFlow,8261.0,15.0,1.0,
Finance,Brazil,Midjourney,749.0,6.0,2.0,62.81
Media,India,Midjourney,26.0,15.0,4.0,57.62
Education,Brazil,Midjourney,872.0,11.0,3.0,56.94
Retail,Brazil,ChatGPT,236.0,17.0,3.0,57.73
Manufacturing,Canada,Salesforce Einstein,3787.0,11.0,3.0,59.85
Retail,Canada,TensorFlow,763.0,19.0,4.0,57.3
Manufacturing,Australia,Midjourney,285.0,10.0,0.0,48.39
Finance,Canada,Midjourney,396.0,8.0,4.0,56.32
Finance,Australia,ChatGPT,17926.0,12.0,7.0,74.94
Healthcare,Japan,TensorFlow,2125.0,12.0,5.0,51.56
Technology,UK,Jasper,423.0,11.0,4.0,56.37
Retail,India,ChatGPT,694.0,18.0,1.0,58.07
Manufacturing,India,Jasper,4466.0,13.0,6.0,66.95
Healthcare,Japan,Jasper,2222.0,19.0,7.0,66.53
Technology,Brazil,GitHub Copilot,2547.0,7.0,6.0,61.28
Healthcare,Australia,Notion AI,,8.0,7.0,55.68
Healthcare,,Midjourney,12180.0,12.0,2.0,56.18
Legal,India,ChatGPT,3511.0,19.0,5.0,61.53
Technology,Japan,Tableau,218.0,19.0,5.0,62.43
Media,Canada,GitHub Copilot,101.0,18.0,7.0,72.36
Healthcare,Germany,Midjourney,547.0,13.0,0.0,47.22
Legal,Canada,GitHub Copilot,6018.0,14.0,6.0,67.66
Healthcare,US,Tableau,142.0,,0.0,39.35
Manufacturing,Japan,Jasper,1413.0,11.0,2.0,47.2
Healthcare,India,TensorFlow,250.0,16.0,3.0,61.81
Technology,India,TensorFlow,239.0,14.0,2.0,56.1
Education,Brazil,Tableau,622.0,18.0,0.0,49.16
Technology,India,Notion AI,1333.0,12.0,7.0,69.56
Legal,Germany,Midjourney,1943.0,11.0,1.0,48.51
Education,Germany,TensorFlow,,15.0,6.0,62.33
Technology,India,Midjourney,1036.0,8.0,4.0,63.47
Finance,Germany,GitHub Copilot,51.0,10.0,1.0,49.1
Finance,Brazil,Jasper,7409.0,14.0,4.0,66.66
Legal,UK,Midjourney,951.0,14.0,2.0,55.49
,Australia,Jasper,468.0,15.0,5.0,56.32
Media,Brazil,Midjourney,2005.0,14.0,6.0,69.72
Legal,India,Salesforce Einstein,96.0,14.0,0.0,41.31
Technology,UK,TensorFlow,3458.0,10.0,0.0,
Media,Japan,Midjourney,3059.0,13.0,4.0,75.26
Education,India,Tableau,272.0,11.0,2.0,47.23
Media,Brazil,Jasper,1278.0,12.0,3.0,63.9
Technology,UK,Midjourney,566.0,19.0,2.0,61.06
Retail,Canada,Salesforce Einstein,422.0,14.0,0.0,52.52
,India,TensorFlow,464.0,5.0,4.0,51.08
Media,Germany,ChatGPT,480.0,11.0,1.0,56.05
,Brazil,TensorFlow,836.0,7.0,3.0,56.07
,Canada,Salesforce Einstein,345.0,13.0,2.0,50.28
Healthcare,Brazil,TensorFlow,4583.0,11.0,4.0,65.07
Finance,Australia,ChatGPT,,13.0,3.0,59.05
Finance,Japan,Salesforce Einstein,7113.0,14.0,5.0,
Healthcare,UK,TensorFlow,1351.0,13.0,5.0,63.72
Retail,Canada,ChatGPT,650.0,10.0,5.0,57.27
Technology,Germany,TensorFlow,2988.0,9.0,0.0,
Healthcare,India,Jasper,166.0,13.0,3.0,44.72
Retail,US,TensorFlow,1281.0,11.0,2.0,52.92
Retail,India,Tableau,13013.0,12.0,2.0,65.75
Healthcare,Germany,ChatGPT,1856.0,5.0,0.0,55.77
Technology,Japan,Notion AI,622.0,13.0,1.0,53.98
Media,US,Salesforce Einstein,564.0,11.0,7.0,59.55
Legal,Germany,Midjourney,1129.0,12.0,10.0,59.23
Legal,US,TensorFlow,1557.0,15.0,4.0,54.65
Technology,Japan,Tableau,7054.0,10.0,0.0,61.75
Technology,Germany,Salesforce Einstein,18019.0,7.0,1.0,58.15
Healthcare,Canada,TensorFlow,3404.0,18.0,1.0,63.52
Healthcare,Brazil,ChatGPT,2470.0,18.0,3.0,57.57
Legal,Germany,Notion AI,4594.0,11.0,,46.08
Education,US,Tableau,1618.0,10.0,1.0,54.8
Media,Japan,TensorFlow,897.0,17.0,3.0,70.98
Healthcare,Germany,Salesforce Einstein,31026.0,15.0,2.0,61.93
Media,Australia,Tableau,630.0,8.0,,45.5
Finance,Australia,Salesforce Einstein,501.0,11.0,0.0,56.92
Legal,UK,GitHub Copilot,942.0,7.0,3.0,46.96
Technology,Japan,Jasper,857.0,18.0,3.0,68.38
Healthcare,Brazil,Salesforce Einstein,,11.0,0.0,53.19
Manufacturing,Brazil,ChatGPT,770.0,8.0,1.0,53.21
Education,UK,Tableau,5278.0,15.0,1.0,63.02
Education,India,Salesforce Einstein,763.0,9.0,3.0,55.31
Technology,India,ChatGPT,616.0,7.0,1.0,58.6
Education,Australia,Notion AI,731.0,11.0,6.0,48.48
Technology,Canada,GitHub Copilot,9520.0,14.0,9.0,82.09
Finance,Canada,Midjourney,407.0,11.0,5.0,56.79
Healthcare,,GitHub Copilot,3694.0,15.0,2.0,62.02
Media,Brazil,Tableau,816.0,14.0,0.0,53.72
Legal,Japan,ChatGPT,559.0,11.0,2.0,54.34
Technology,Canada,Jasper,1134.0,12.0,2.0,60.7
Finance,Japan,Salesforce Einstein,1382.0,21.0,6.0,66.09
Retail,Canada,Midjourney,3852.0,11.0,1.0,57.18
Education,Canada,Jasper,1732.0,9.0,2.0,48.88
Finance,UK,Jasper,319.0,19.0,0.0,55.81
Healthcare,Germany,ChatGPT,5571.0,16.0,9.0,73.16
Finance,Australia,Notion AI,100.0,12.0,4.0,57.72
Technology,Brazil,Notion AI,1220.0,11.0,7.0,64.53
Legal,US,Salesforce Einstein,725.0,12.0,7.0,62.64
Education,Canada,Jasper,1628.0,8.0,4.0,47.94
Retail,Canada,TensorFlow,174.0,18.0,0.0,51.19
Retail,US,ChatGPT,606.0,10.0,2.0,51.87
Education,Australia,Tableau,4379.0,7.0,1.0,48.65
Retail,US,Midjourney,652.0,10.0,2.0,54.46
Healthcare,Canada,Notion AI,803.0,10.0,1.0,48.74
Legal,India,TensorFlow,1211.0,7.0,,49.45
Manufacturing,Brazil,Midjourney,439.0,18.0,3.0,61.49
Retail,Japan,Tableau,2221.0,12.0,2.0,50.06
Finance,UK,Notion AI,1086.0,10.0,0.0,61.15
Education,Germany,GitHub Copilot,4999.0,10.0,3.0,55.12
Manufacturing,Japan,Tableau,,13.0,3.0,49.79
Legal,UK,ChatGPT,3996.0,16.0,5.0,60.45
Education,UK,ChatGPT,341.0,12.0,5.0,58.39
Retail,Germany,Midjourney,329.0,16.0,4.0,57.12
Education,Brazil,Tableau,3994.0,11.0,4.0,53.5
Media,Brazil,Midjourney,1682.0,,6.0,59.78
Legal,Canada,ChatGPT,57.0,,7.0,49.94
Legal,UK,ChatGPT,335.0,21.0,3.0,57.18
Finance,India,Midjourney,1188.0,14.0,4.0,65.26
Healthcare,Germany,Notion AI,1067.0,10.0,4.0,55.15
Education,Canada,Jasper,41.0,15.0,3.0,50.37
Legal,Australia,Jasper,462.0,20.0,0.0,60.89
Manufacturing,Australia,ChatGPT,432.0,17.0,3.0,53.31
Finance,India,Midjourney,5753.0,13.0,4.0,66.25
Legal,UK,Jasper,1408.0,10.0,2.0,55.31
Education,Brazil,Salesforce Einstein,272.0,7.0,6.0,49.14
Manufacturing,Brazil,ChatGPT,4772.0,21.0,0.0,63.15
Retail,Canada,Notion AI,266.0,14.0,6.0,50.09
Retail,India,GitHub Copilot,3584.0,17.0,5.0,63.35
Media,India,TensorFlow,336.0,11.0,5.0,57.61
Retail,UK,GitHub Copilot,245.0,8.0,,47.4
Education,Germany,Notion AI,218.0,6.0,4.0,51.43
Retail,Australia,Tableau,1247.0,17.0,6.0,60.9
Education,Canada,Midjourney,5282.0,13.0,6.0,67.85
Manufacturing,India,Jasper,1225.0,15.0,4.0,55.06
Technology,Australia,Salesforce Einstein,390.0,12.0,5.0,60.15
Retail,UK,GitHub Copilot,1012.0,11.0,5.0,53.27
Technology,Canada,Notion AI,2543.0,10.0,2.0,57.59
Legal,Brazil,Jasper,2005.0,13.0,3.0,56.41
Retail,Germany,Notion AI,1003.0,10.0,0.0,50.04
Retail,India,Jasper,872.0,13.0,5.0,56.92
Manufacturing,UK,,390.0,18.0,8.0,
Retail,Brazil,,987.0,8.0,7.0,62.93
Media,Australia,Salesforce Einstein,2536.0,11.0,5.0,60.08
Retail,India,Midjourney,598.0,12.0,8.0,59.07
Legal,Australia,Tableau,209.0,14.0,7.0,52.54
Education,Japan,Salesforce Einstein,284.0,10.0,3.0,44.25
Healthcare,India,Salesforce Einstein,6412.0,8.0,0.0,52.92
Legal,Germany,Salesforce Einstein,1271.0,13.0,2.0,53.67
Legal,US,Salesforce Einstein,4867.0,19.0,4.0,
Media,India,ChatGPT,1811.0,11.0,2.0,61.38
Technology,US,Jasper,633.0,15.0,6.0,64.08
Retail,Brazil,TensorFlow,1181.0,16.0,2.0,67.96
Healthcare,Japan,Jasper,3717.0,9.0,10.0,66.82
Media,India,Midjourney,2884.0,16.0,0.0,65.39
Technology,Canada,ChatGPT,4538.0,16.0,3.0,67.78
Education,Brazil,TensorFlow,961.0,14.0,0.0,56.29
Media,Japan,Notion AI,1430.0,14.0,4.0,64.03
Technology,Australia,Notion AI,244.0,13.0,3.0,60.9
Education,UK,Tableau,3034.0,7.0,3.0,51.53
Media,Japan,Tableau,3229.0,9.0,2.0,52.38
Education,UK,Tableau,2804.0,10.0,0.0,51.82
Retail,Canada,TensorFlow,239.0,11.0,4.0,54.23
Education,Japan,GitHub Copilot,366.0,12.0,3.0,52.91
Technology,UK,TensorFlow,1001.0,10.0,6.0,65.47
Legal,India,Notion AI,4546.0,12.0,0.0,52.02
Manufacturing,Australia,Notion AI,85.0,7.0,7.0,45.62
Technology,Japan,GitHub Copilot,868.0,17.0,1.0,62.08
Technology,India,Midjourney,815.0,16.0,4.0,65.82
Healthcare,Canada,Midjourney,1260.0,6.0,8.0,66.02
Retail,Japan,Notion AI,251.0,15.0,0.0,54.59
Technology,Canada,Notion AI,1111.0,11.0,3.0,61.5
Manufacturing,Japan,Tableau,942.0,14.0,6.0,54.44
Retail,Canada,TensorFlow,979.0,10.0,6.0,55.94
Retail,Brazil,Salesforce Einstein,3106.0,19.0,3.0,71.23
Education,Brazil,ChatGPT,5551.0,13.0,1.0,59.62
Technology,Japan,Jasper,575.0,13.0,1.0,57.32
Finance,India,Tableau,1396.0,18.0,3.0,59.26
Media,Australia,ChatGPT,1876.0,9.0,0.0,55.29
Manufacturing,Canada,Tableau,1514.0,10.0,8.0,56.59
Manufacturing,India,Midjourney,772.0,9.0,5.0,48.53
Retail,Brazil,Jasper,4775.0,11.0,7.0,62.84
Manufacturing,Japan,TensorFlow,4015.0,13.0,9.0,57.83
Healthcare,US,GitHub Copilot,1261.0,8.0,4.0,54.96
Education,Australia,Jasper,2663.0,15.0,3.0,60.71
Legal,Japan,TensorFlow,379.0,7.0,6.0,42.41
Media,Japan,Salesforce Einstein,752.0,17.0,3.0,62.04
Manufacturing,Germany,Midjourney,1658.0,8.0,2.0,52.34
Education,UK,Notion AI,9220.0,11.0,0.0,52.47
Finance,UK,Notion AI,106.0,16.0,7.0,64.55
Healthcare,Japan,TensorFlow,1323.0,11.0,3.0,56.98
Media,Canada,TensorFlow,212.0,15.0,0.0,58.07
Media,Brazil,Salesforce Einstein,106.0,14.0,2.0,55.72
Media,UK,GitHub Copilot,366.0,16.0,,63.52
Education,US,Salesforce Einstein,1345.0,9.0,4.0,57.11
Healthcare,Brazil,TensorFlow,2075.0,13.0,1.0,61.34
Healthcare,Canada,Jasper,995.0,16.0,3.0,54.73
Healthcare,US,Midjourney,432.0,8.0,4.0,58.5
Legal,Canada,Jasper,1116.0,8.0,9.0,57.03
,Canada,Notion AI,4236.0,12.0,0.0,59.53
Legal,Germany,Salesforce Einstein,1864.0,10.0,2.0,51.77
Media,Australia,Jasper,977.0,12.0,,55.42
Media,Australia,TensorFlow,2917.0,13.0,0.0,58.31
Healthcare,Brazil,ChatGPT,3513.0,,1.0,52.92
Legal,Australia,Tableau,442.0,12.0,3.0,47.82
Media,Germany,Salesforce Einstein,2017.0,12.0,2.0,57.58
,US,Jasper,209.0,8.0,2.0,47.64
Education,US,Jasper,1214.0,9.0,0.0,51.28
Healthcare,Japan,Tableau,158.0,6.0,2.0,41.64
Manufacturing,US,Midjourney,130.0,19.0,2.0,52.71
Manufacturing,Japan,Jasper,,11.0,3.0,56.02
Legal,Germany,Notion AI,3198.0,11.0,2.0,49.51
Education,US,Midjourney,107.0,13.0,6.0,56.63
Healthcare,Germany,ChatGPT,2491.0,12.0,4.0,60.17
Education,Canada,Salesforce Einstein,832.0,13.0,4.0,62.17
Manufacturing,Canada,Salesforce Einstein,494.0,9.0,1.0,42.35
Education,India,Midjourney,269.0,13.0,3.0,52.83
Retail,India,ChatGPT,409.0,10.0,4.0,49.57
Technology,US,Salesforce Einstein,978.0,11.0,4.0,67.0
Media,Brazil,Notion AI,982.0,7.0,5.0,55.67
Finance,Brazil,GitHub Copilot,570.0,12.0,3.0,52.45
Manufacturing,Australia,TensorFlow,5842.0,7.0,1.0,52.5
Media,UK,ChatGPT,2480.0,22.0,2.0,66.59
Technology,Australia,ChatGPT,971.0,9.0,8.0,56.68
Manufacturing,Japan,ChatGPT,288.0,7.0,5.0,48.14
Media,India,Tableau,265.0,9.0,2.0,57.26
Media,Japan,TensorFlow,1823.0,9.0,1.0,57.98
Healthcare,Brazil,TensorFlow,361.0,10.0,5.0,52.31
Legal,Canada,Notion AI,6563.0,12.0,3.0,54.69
Finance,UK,Jasper,1086.0,11.0,0.0,47.69
Retail,Canada,ChatGPT,1299.0,16.0,0.0,63.28
Finance,UK,ChatGPT,1667.0,13.0,0.0,52.46
Education,UK,Midjourney,3327.0,9.0,3.0,60.29
Legal,Brazil,Midjourney,,16.0,6.0,65.69
Healthcare,Brazil,TensorFlow,5981.0,12.0,5.0,
Retail,Canada,Midjourney,408.0,11.0,5.0,63.11
Education,Australia,Midjourney,1203.0,9.0,7.0,62.85
Media,Australia,Salesforce Einstein,3636.0,9.0,4.0,62.81
Technology,India,Salesforce Einstein,352.0,9.0,5.0,56.44
Finance,Brazil,Midjourney,176.0,11.0,0.0,46.97
Technology,UK,Notion AI,1290.0,12.0,5.0,58.42
Retail,Japan,Salesforce Einstein,1504.0,8.0,7.0,57.29
Technology,Canada,Salesforce Einstein,6360.0,19.0,5.0,68.2
Healthcare,Brazil,Tableau,139.0,12.0,4.0,57.08
Education,UK,Midjourney,87.0,5.0,3.0,48.25
Retail,US,GitHub Copilot,1061.0,10.0,2.0,53.75
